Performer,url,WeekID,Week Position,Song,gender,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,month,day,year,artist,years_on_charts
Dionne Warwick,http://www.billboard.com/charts/hot-100/1968-08-31,8/31/68,85,(There's) Always Something There To Remind Me,female,(There's) Always Something There To Remind MeDionne Warwick,1,,85,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",2wc9DHQnBTnMKDIYcXFzoq,https://p.scdn.co/mp3-preview/aa52763ba1fd3ed5f96f4d675c9080503e55fbdb?cid=b8d3901151d34489a160e3cf0ab1fa94,The Dionne Warwick Collection: Her All-Time Greatest Hits,0.0,179506.0,40.0,0.68,0.32799999999999996,5.0,-13.69,1.0,0.0673,0.737,0.0,0.581,0.821,84.04,4.0,8,31,1968,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1980-03-29,3/29/80,86,After You,female,After YouDionne Warwick,1,,86,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",5Cxv11eVuzxA2uQGlEIitQ,https://p.scdn.co/mp3-preview/fe6959d48534d3fc03e95bb6428189832b1e640b?cid=b8d3901151d34489a160e3cf0ab1fa94,Dionne (Expanded Edition),0.0,241440.0,23.0,0.354,0.316,2.0,-9.798,1.0,0.0262,0.13699999999999998,4.210000000000001e-05,0.111,0.215,65.833,4.0,3,29,1980,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1976-01-10,1/10/76,93,Once You Hit The Road,female,Once You Hit The RoadDionne Warwick,1,,93,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",65LQRYMXKnLzroeUazcgQV,https://p.scdn.co/mp3-preview/e672a28f393f662314495a65caec36e8046e1cfc?cid=b8d3901151d34489a160e3cf0ab1fa94,Track Of The Cat,0.0,245413.0,7.0,0.7979999999999999,0.609,7.0,-11.292,1.0,0.0336,0.0557,3.91e-05,0.0504,0.899,116.714,4.0,1,10,1976,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1967-03-18,3/18/67,94,The Beginning Of Loneliness,female,The Beginning Of LonelinessDionne Warwick,1,,94,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",,,,,,,,,,,,,,,,,,,3,18,1967,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1964-08-01,8/1/64,96,A House Is Not A Home,female,A House Is Not A HomeDionne Warwick,1,,96,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",3gLe1SDGLShBTQr0BAwDKl,https://p.scdn.co/mp3-preview/45c58e3407b78a8af3f619c1431ccfaeb602de58?cid=b8d3901151d34489a160e3cf0ab1fa94,The Dionne Warwick Collection: Her All-Time Greatest Hits,0.0,188493.0,33.0,0.273,0.225,5.0,-13.69,1.0,0.033,0.902,3.04e-05,0.154,0.24600000000000002,72.58800000000001,4.0,8,1,1964,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1967-07-29,7/29/67,79,The Windows Of The World,female,The Windows Of The WorldDionne Warwick,1,,79,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",7hUGr5xS0S4sAPbhksFYbD,https://p.scdn.co/mp3-preview/eb25df0a79d84b81b83b4e0d83ef08fc7a4bd00c?cid=b8d3901151d34489a160e3cf0ab1fa94,The Dionne Warwick Collection: Her All-Time Greatest Hits,0.0,202373.0,18.0,0.617,0.107,5.0,-21.131,1.0,0.040999999999999995,0.95,7.809999999999999e-05,0.0917,0.384,93.464,4.0,7,29,1967,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1963-03-23,3/23/63,97,This Empty Place,female,This Empty PlaceDionne Warwick,1,,97,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",4NswDMZO9E9pwx4lOwKjee,https://p.scdn.co/mp3-preview/65bfd4ee978ad37fa2c00824457b49520ce6dc6c?cid=b8d3901151d34489a160e3cf0ab1fa94,The Dionne Warwick Collection: Her All-Time Greatest Hits,0.0,170600.0,19.0,0.7559999999999999,0.188,11.0,-19.386,0.0,0.0421,0.516,0.0,0.127,0.73,114.196,4.0,3,23,1963,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1969-02-01,2/1/69,92,This Girl's In Love With You,female,This Girl's In Love With YouDionne Warwick,1,,92,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",5kYMMNGEZDfVZZiAAmP0y2,,Feels So Good,0.0,214040.0,39.0,0.662,0.44799999999999995,9.0,-8.624,1.0,0.0347,0.36700000000000005,6.22e-05,0.0903,0.382,91.084,4.0,2,1,1969,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1965-10-02,10/2/65,97,Looking With My Eyes,female,Looking With My EyesDionne Warwick,1,,97,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",,,,,,,,,,,,,,,,,,,10,2,1965,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1963-08-03,8/3/63,100,Make The Music Play,female,Make The Music PlayDionne Warwick,1,,100,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",4wOWllS10yGDfG9UvJL6Vs,https://p.scdn.co/mp3-preview/a047571a50219ad348329fbb3a78aa809864c6d0?cid=b8d3901151d34489a160e3cf0ab1fa94,The Complete Scepter and Warner Albums,0.0,143320.0,16.0,0.557,0.11699999999999999,0.0,-16.979,1.0,0.0322,0.701,0.0,0.172,0.586,92.895,4.0,8,3,1963,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1965-03-13,3/13/65,95,You Can Have Him,female,You Can Have HimDionne Warwick,1,,95,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",65t8KSM22wBRO6SBLfFZiZ,https://p.scdn.co/mp3-preview/43ce33179d2c8114cf8e9d9e47ce86c70b533822?cid=b8d3901151d34489a160e3cf0ab1fa94,Hidden Gems: the Best Of Dionne Warwic,0.0,214226.0,8.0,0.5660000000000001,0.631,10.0,-11.331,1.0,0.0779,0.264,0.0,0.14800000000000002,0.601,107.959,5.0,3,13,1965,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1964-08-15,8/15/64,87,You'll Never Get To Heaven (If You Break My Heart),female,You'll Never Get To Heaven (If You Break My Heart)Dionne Warwick,1,,87,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",0taWJ29dLX8811DhVal4UH,https://p.scdn.co/mp3-preview/67180abd28d9813b865f39bb9c0150c4fdd8da0a?cid=b8d3901151d34489a160e3cf0ab1fa94,The Dionne Warwick Collection: Her All-Time Greatest Hits,0.0,191306.0,24.0,0.669,0.451,8.0,-11.446,1.0,0.0321,0.747,0.0,0.168,0.541,111.28399999999999,4.0,8,15,1964,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1969-09-20,9/20/69,90,You've Lost That Lovin' Feeling,female,You've Lost That Lovin' FeelingDionne Warwick,1,,90,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",,,,,,,,,,,,,,,,,,,9,20,1969,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1986-03-15,3/15/86,89,Whisper In The Dark,female,Whisper In The DarkDionne Warwick,1,,89,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",0DTLwAomf9VRAlQtxbqD6p,https://p.scdn.co/mp3-preview/c339fb5d2b90382dffc382f7f0fdab0f10cee066?cid=b8d3901151d34489a160e3cf0ab1fa94,The Essential Dionne Warwick,0.0,274053.0,15.0,0.6940000000000001,0.6629999999999999,6.0,-7.028,1.0,0.0295,0.499,0.00131,0.0508,0.625,90.726,4.0,3,15,1986,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1965-02-27,2/27/65,88,Who Can I Turn To,female,Who Can I Turn ToDionne Warwick,1,,88,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",1atDDBTMunTF3Vwn2jpTLV,https://p.scdn.co/mp3-preview/615e7a63675dce35d68812e01f762922d2f7ba34?cid=b8d3901151d34489a160e3cf0ab1fa94,The Dionne Warwick Collection: Her All-Time Greatest Hits,0.0,192760.0,17.0,0.278,0.0643,10.0,-19.142,1.0,0.034,0.958,0.0015,0.068,0.0551,130.267,4.0,2,27,1965,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1971-03-20,3/20/71,74,Who Gets The Guy,female,Who Gets The GuyDionne Warwick,1,,74,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",2LoOwCZyGEBEMyouxsn2WX,https://p.scdn.co/mp3-preview/2e929e2fa3819a030a79701c973fcd11dd96b103?cid=b8d3901151d34489a160e3cf0ab1fa94,Very Dionne,0.0,200906.0,10.0,0.703,0.353,0.0,-10.745,1.0,0.0308,0.835,7.2e-06,0.0443,0.516,101.836,4.0,3,20,1971,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1968-08-24,8/24/68,96,Who Is Gonna Love Me?,female,Who Is Gonna Love Me?Dionne Warwick,1,,96,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",1L4GnTwQq8Uuff376kJDeZ,https://p.scdn.co/mp3-preview/2b1b0aa83ad48f97f41980d044ab75f6998e0f77?cid=b8d3901151d34489a160e3cf0ab1fa94,Promie,0.0,192573.0,12.0,0.353,0.311,0.0,-11.339,0.0,0.0421,0.72,0.0,0.125,0.326,94.655,3.0,8,24,1968,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1966-07-02,7/2/66,78,Trains And Boats And Planes,female,Trains And Boats And PlanesDionne Warwick,1,,78,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",53YvEcjYsIfGUWW8ZpKh8Z,https://p.scdn.co/mp3-preview/9d3946323f1ec23157e51ec694aba5a2a1f467a3?cid=b8d3901151d34489a160e3cf0ab1fa94,The Dionne Warwick Collection: Her All-Time Greatest Hits,0.0,168600.0,24.0,0.47600000000000003,0.177,9.0,-15.940999999999999,1.0,0.0471,0.943,4.48e-05,0.114,0.271,112.23100000000001,4.0,7,2,1966,Dionne Warwick,16
Dionne Warwick,http://www.billboard.com/charts/hot-100/1964-04-25,4/25/64,85,Walk On By,female,Walk On ByDionne Warwick,1,,85,1,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",3xsOtNxtBW0oTI1OWKAzTm,https://p.scdn.co/mp3-preview/170a73f70575742cd3450a92e37647bfb9159b86?cid=b8d3901151d34489a160e3cf0ab1fa94,Make Way For Dionne Warwick,0.0,178333.0,63.0,0.7,0.33,5.0,-9.027000000000001,1.0,0.0303,0.7190000000000001,8.6e-05,0.136,0.524,98.605,4.0,4,25,1964,Dionne Warwick,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1979-06-02,6/2/79,12,Deeper Than The Night,female,Deeper Than The NightOlivia Newton-John,1,16.0,12,8,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",6Wu8O1Nyy41SbTwoSWQJs2,,Totally Hot,0.0,216933.0,24.0,0.764,0.457,1.0,-14.14,0.0,0.0365,0.081,0.000396,0.0833,0.715,118.083,4.0,6,2,1979,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1975-11-08,11/8/75,13,Something Better To Do,female,Something Better To DoOlivia Newton-John,1,13.0,13,8,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",7x7eiPhnwODlzKrm4fupzW,,Clearly Love,0.0,195066.0,15.0,0.675,0.35200000000000004,0.0,-8.834,1.0,0.0317,0.5820000000000001,8.35e-05,0.107,0.42100000000000004,107.355,4.0,11,8,1975,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1985-11-23,11/23/85,20,Soul Kiss,female,Soul KissOlivia Newton-John,1,21.0,20,8,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",7GIRz8qmlb2H9aB3r6oslV,,Soul Kiss,0.0,270866.0,22.0,0.773,0.309,0.0,-15.599,1.0,0.0298,0.0070799999999999995,0.00126,0.113,0.83,103.22200000000001,4.0,11,23,1985,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1982-01-23,1/23/82,1,Physical,female,PhysicalOlivia Newton-John,1,1.0,1,17,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",3hVrI7snZMTmHCnbwME47u,,Physical,0.0,224773.0,58.0,0.8390000000000001,0.633,4.0,-11.353,0.0,0.0445,0.0728,3.07e-05,0.31,0.8390000000000001,123.816,4.0,1,23,1982,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1979-03-17,3/17/79,9,A Little More Love,female,A Little More LoveOlivia Newton-John,1,6.0,3,17,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",2g5egJm0qwJPKgpblzIHlI,,Totally Hot,0.0,207013.0,38.0,0.7190000000000001,0.418,8.0,-14.837,1.0,0.0396,0.0337,0.0132,0.0927,0.506,100.804,4.0,3,17,1979,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1977-03-19,3/19/77,24,Sam,female,SamOlivia Newton-John,1,26.0,24,8,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",2ljjoZun9Xid1AAFKEEXam,,Don't Stop Believin',0.0,221933.0,30.0,0.475,0.40700000000000003,3.0,-14.539000000000001,1.0,0.0424,0.534,1.51e-05,0.522,0.248,100.244,3.0,3,19,1977,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1976-05-01,5/1/76,29,Come On Over,female,Come On OverOlivia Newton-John,1,35.0,29,8,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",0VgxFK56BpxbZRPmmB00aR,,Come On Over,0.0,221573.0,30.0,0.33899999999999997,0.284,8.0,-14.088,1.0,0.0304,0.449,0.00474,0.0854,0.353,173.727,4.0,5,1,1976,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1975-06-07,6/7/75,65,Please Mr. Please,female,Please Mr. PleaseOlivia Newton-John,1,,65,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",1lL1jDnZTH60djVb6vKIQj,https://p.scdn.co/mp3-preview/3a2ef835a061821166489a0ade05fd907af8a915?cid=b8d3901151d34489a160e3cf0ab1fa94,Have You Never Been Mellow,0.0,202560.0,42.0,0.46299999999999997,0.45299999999999996,5.0,-13.204,1.0,0.0371,0.371,0.0,0.0993,0.561,145.796,4.0,6,7,1975,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1976-09-25,9/25/76,39,Don't Stop Believin',female,Don't Stop Believin'Olivia Newton-John,1,33.0,33,8,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",4nfUPgbMIXqD3YuIcUdA4i,,Don't Stop Believin',0.0,217226.0,21.0,0.5379999999999999,0.49,1.0,-14.217,1.0,0.0305,0.324,1.0199999999999999e-05,0.0279,0.604,128.347,4.0,9,25,1976,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1979-09-22,9/22/79,84,Dancin' 'round And 'round,female,Dancin' 'round And 'roundOlivia Newton-John,1,,84,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",11gIOjKDOvdeXYPsC6Xf23,,Totally Hot,0.0,239213.0,14.0,0.5720000000000001,0.363,1.0,-15.017000000000001,1.0,0.0259,0.161,1.29e-05,0.145,0.46399999999999997,96.991,4.0,9,22,1979,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1974-08-17,8/17/74,63,I Honestly Love You,female,I Honestly Love YouOlivia Newton-John,1,,63,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",2kCIwSz0JoYQPrT4Ykr1MZ,,Back With A Heart,0.0,246146.0,30.0,0.619,0.332,10.0,-11.433,1.0,0.0306,0.655,7.43e-06,0.14300000000000002,0.146,112.083,4.0,8,17,1974,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1975-01-25,1/25/75,63,Have You Never Been Mellow,female,Have You Never Been MellowOlivia Newton-John,1,,63,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",5ehVOC0zSdwWqyZlhomJSi,https://p.scdn.co/mp3-preview/636d9d76e9fb0611ea91beb056750a4e57b372ff?cid=b8d3901151d34489a160e3cf0ab1fa94,Have You Never Been Mellow,0.0,213533.0,46.0,0.542,0.324,0.0,-14.07,1.0,0.0329,0.5660000000000001,2.27e-06,0.0876,0.42100000000000004,121.802,4.0,1,25,1975,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1984-02-11,2/11/84,64,Livin' In Desperate Times,female,Livin' In Desperate TimesOlivia Newton-John,1,,64,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,,,,,2,11,1984,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1982-09-04,9/4/82,67,Heart Attack,female,Heart AttackOlivia Newton-John,1,,67,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",7hC5ldHtZLbjNERkRFFcqp,,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,0.0,186400.0,24.0,0.76,0.536,7.0,-9.943,1.0,0.0716,0.193,0.0038399999999999997,0.0944,0.956,76.859,4.0,9,4,1982,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1978-07-08,7/8/78,68,Hopelessly Devoted To You,female,Hopelessly Devoted To YouOlivia Newton-John,1,,68,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",5nNpVC9AC6DWgrT5RX0e0b,,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,0.0,186000.0,55.0,0.574,0.514,11.0,-8.02,0.0,0.027999999999999997,0.313,0.0036200000000000004,0.27399999999999997,0.35200000000000004,111.005,3.0,7,8,1978,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1982-02-13,2/13/82,69,Make A Move On Me,female,Make A Move On MeOlivia Newton-John,1,,69,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",1HKzbaJa69dMplZfb49TN1,,Physical,0.0,197840.0,35.0,0.777,0.534,9.0,-13.009,1.0,0.0491,0.396,0.00032,0.111,0.605,121.95700000000001,4.0,2,13,1982,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1998-05-30,5/30/98,71,I Honestly Love You (David Foster Vers.),female,I Honestly Love You (David Foster Vers.)Olivia Newton-John,1,,71,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,,,,,5,30,1998,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1980-05-24,5/24/80,74,Magic,female,MagicOlivia Newton-John,1,,74,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",1H5A1GNZUv4eUf1t9RFdid,,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,0.0,269306.0,42.0,0.7,0.618,2.0,-5.992000000000001,1.0,0.0267,0.0177,2.8699999999999996e-05,0.11199999999999999,0.614,103.816,4.0,5,24,1980,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1975-12-06,12/6/75,75,Let It Shine/He Ain't Heavy...He's My Brother,female,Let It Shine/He Ain't Heavy...He's My BrotherOlivia Newton-John,1,,75,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,,,,,12,6,1975,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1976-11-06,11/6/76,76,Every Face Tells A Story,female,Every Face Tells A StoryOlivia Newton-John,1,,76,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",0XKMWf41IPSbQacyRU3agk,,Don't Stop Believin',0.0,222106.0,12.0,0.626,0.7879999999999999,5.0,-12.950999999999999,1.0,0.047,0.18,2.59e-05,0.33899999999999997,0.693,125.06200000000001,4.0,11,6,1976,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1982-06-12,6/12/82,82,Landslide,female,LandslideOlivia Newton-John,1,,82,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",5uuHIL4VUzftdHO9UPV39Z,,Physical,0.0,267093.0,28.0,0.735,0.545,2.0,-12.106,1.0,0.0445,0.228,1.73e-06,0.22699999999999998,0.8809999999999999,131.372,4.0,6,12,1982,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1973-11-17,11/17/73,87,Let Me Be There,female,Let Me Be ThereOlivia Newton-John,1,,87,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",5aI3ary3TADn6mG4n18FrK,https://p.scdn.co/mp3-preview/6c9885a592bf75cfb668d56e541693bdd8dc8cf6?cid=b8d3901151d34489a160e3cf0ab1fa94,Summer Nights - Live in Las Vegas,0.0,115586.0,26.0,0.593,0.7659999999999999,9.0,-6.5920000000000005,1.0,0.0402,0.00806,0.0,0.898,0.687,128.325,4.0,11,17,1973,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1974-04-13,4/13/74,87,If You Love Me (let Me Know),female,If You Love Me (let Me Know)Olivia Newton-John,1,,87,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",659kkKUPzX3KyWiRkL8OS1,https://p.scdn.co/mp3-preview/269cd6a3691ad77c19788ef2ca2f0f7246af9df8?cid=b8d3901151d34489a160e3cf0ab1fa94,Summer Nights - Live in Las Vegas,0.0,101453.0,26.0,0.564,0.851,5.0,-7.235,1.0,0.0648,0.00262,3.3299999999999996e-05,0.9279999999999999,0.762,135.879,4.0,4,13,1974,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1977-06-18,6/18/77,89,Making A Good Thing Better,female,Making A Good Thing BetterOlivia Newton-John,1,,89,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",3Z4rZQnJkYuLbM2INyo1P2,,Making A Good Thing Better,0.0,225853.0,17.0,0.428,0.415,9.0,-13.925999999999998,1.0,0.0489,0.374,0.000754,0.0716,0.34700000000000003,154.40200000000002,4.0,6,18,1977,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1971-10-16,10/16/71,98,Banks Of The Ohio,female,Banks Of The OhioOlivia Newton-John,1,,98,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,,,,,10,16,1971,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1988-08-20,8/20/88,90,The Rumour,female,The RumourOlivia Newton-John,1,,90,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,,,,,8,20,1988,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1992-07-11,7/11/92,96,I Need Love,female,I Need LoveOlivia Newton-John,1,,96,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,,,,,7,11,1992,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1971-05-29,5/29/71,98,If Not For You,female,If Not For YouOlivia Newton-John,1,,98,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",2AAlmeU8WV5xQOP5oNFrRi,,Olivia's Live Hits,0.0,115560.0,18.0,0.6729999999999999,0.569,11.0,-13.137,1.0,0.0406,0.245,3.5499999999999996e-05,0.951,0.735,122.432,4.0,5,29,1971,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1983-01-15,1/15/83,76,Tied Up,female,Tied UpOlivia Newton-John,1,,76,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,,,,,1,15,1983,Olivia Newton-John,16
Olivia Newton-John,http://www.billboard.com/charts/hot-100/1979-07-28,7/28/79,79,Totally Hot,female,Totally HotOlivia Newton-John,1,,79,1,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",0HJDrsHHuR55apZj51Ffrk,,Totally Hot,0.0,191946.0,16.0,0.682,0.541,1.0,-14.525,0.0,0.191,0.375,0.0037,0.19899999999999998,0.9540000000000001,91.074,4.0,7,28,1979,Olivia Newton-John,16
