Performer,years_on_charts,url,WeekID,Week Position,Song,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,month,day,year,artist,gender
Chicago,22,http://www.billboard.com/charts/hot-100/1986-11-15,11/15/1986,85,Will You Still Love Me?,Will You Still Love Me?Chicago,1,,85,1,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",3dn6qXlHYAQpOqMTWxkGOR,https://p.scdn.co/mp3-preview/a5d29a980207a6cfdc4a1221055f7020dc0f3265?cid=b8d3901151d34489a160e3cf0ab1fa94,Love Songs,0.0,252600.0,52.0,0.493,0.573,1.0,-7.93,1.0,0.0282,0.0896,0.0,0.0413,0.473,77.126,4.0,11,15,1986,Chicago,male group
Chicago,22,http://www.billboard.com/charts/hot-100/1974-10-19,10/19/1974,56,Wishing You Were Here,Wishing You Were HereChicago,1,,56,1,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",5hxPho3IcyDVhzzwfQ47Xz,https://p.scdn.co/mp3-preview/eb65ebd0eaad4be1a20e83fd2f3fb06bee61a609?cid=b8d3901151d34489a160e3cf0ab1fa94,Chicago IX: Chicago's Greatest Hits,0.0,276693.0,41.0,0.436,0.354,2.0,-16.176,0.0,0.0374,0.712,0.0165,0.211,0.397,136.625,4.0,10,19,1974,Chicago,male group
Chicago,22,http://www.billboard.com/charts/hot-100/1989-05-13,5/13/1989,84,We Can Last Forever,We Can Last ForeverChicago,1,,84,1,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",7pvszdMGvaS1DROV3tbbd0,https://p.scdn.co/mp3-preview/08ad077f4c342d83e139a738ff06d4fab4bcfb76?cid=b8d3901151d34489a160e3cf0ab1fa94,Chicago 19 (Expanded Edition),0.0,225426.0,36.0,0.361,0.6,5.0,-5.862,1.0,0.0307,0.0948,4.21e-05,0.0814,0.289,142.61,4.0,5,13,1989,Chicago,male group
Chicago,22,http://www.billboard.com/charts/hot-100/1989-12-02,12/2/1989,95,What Kind Of Man Would I Be?,What Kind Of Man Would I Be?Chicago,1,,95,1,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",3oCUfoqrkQiapnJk7UL8IE,https://p.scdn.co/mp3-preview/f24fe7b032e784c3842bc15246887c27ea82f6ac?cid=b8d3901151d34489a160e3cf0ab1fa94,Love Songs,0.0,253760.0,38.0,0.358,0.774,0.0,-6.825,1.0,0.0362,0.157,0.0,0.182,0.301,176.116,4.0,12,2,1989,Chicago,male group
Chicago,22,http://www.billboard.com/charts/hot-100/1983-01-29,1/29/1983,81,What You're Missing,What You're MissingChicago,1,,81,1,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",49VkUiEBFzlMlXZN4fk7sL,https://p.scdn.co/mp3-preview/1709a880e550be0933babfabd397ee50d159073e?cid=b8d3901151d34489a160e3cf0ab1fa94,Chicago 16 (Expanded & Remastered),0.0,209304.0,23.0,0.649,0.851,11.0,-6.108,0.0,0.0434,0.0128,0.0115,0.199,0.639,122.088,4.0,1,29,1983,Chicago,male group
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2001-05-19,5/19/2001,39,Don't Happen Twice,Don't Happen TwiceKenny Chesney,1,39.0,39,11,"['contemporary country', 'country', 'country road']",04ccQGJ1i8gL7JoeCPiJbv,https://p.scdn.co/mp3-preview/8496f7b024688f9fbcee453f7dd887c0d1962a58?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits,0.0,203066.0,51.0,0.499,0.708,7.0,-7.029,1.0,0.0301,0.00626,1.15e-05,0.0423,0.617,158.785,4.0,5,19,2001,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2013-06-08,6/8/2013,77,Pirate Flag,Pirate FlagKenny Chesney,1,63.0,46,16,"['contemporary country', 'country', 'country road']",1RfPA6mxhOvc5dVK9MHReF,https://p.scdn.co/mp3-preview/55c55eb478bf59cfba7e5935ef8a764d42df68ab?cid=b8d3901151d34489a160e3cf0ab1fa94,Life on a Rock,0.0,225426.0,57.0,0.559,0.795,7.0,-6.255,1.0,0.052,0.0787,4.83e-06,0.102,0.553,160.039,4.0,6,8,2013,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2008-08-09,8/9/2008,90,Better As A Memory,Better As A MemoryKenny Chesney,1,70.0,46,16,"['contemporary country', 'country', 'country road']",5Wz9a5T5T3JgVDxMpX9BFu,https://p.scdn.co/mp3-preview/c7b47ca5f6279f1a6f676a6c8bd3fbde4929b23f?cid=b8d3901151d34489a160e3cf0ab1fa94,Just Who I Am: Poets & Pirates,0.0,252706.0,43.0,0.576,0.302,2.0,-11.845,1.0,0.033,0.433,3.3e-05,0.133,0.145,70.932,4.0,8,9,2008,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2007-05-26,5/26/2007,93,Beer In Mexico,Beer In MexicoKenny Chesney,1,84.0,61,16,"['contemporary country', 'country', 'country road']",5pgmgHNxiq9w9XuthMKzJS,https://p.scdn.co/mp3-preview/00c94fcc117b7181dc16e6a6e6e0450f489916b4?cid=b8d3901151d34489a160e3cf0ab1fa94,The Road And The Radio,0.0,271813.0,56.0,0.58,0.906,2.0,-6.976,1.0,0.0405,0.00119,0.000579,0.0933,0.476,137.97,4.0,5,26,2007,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2005-04-23,4/23/2005,48,Anything But Mine,Anything But MineKenny Chesney,1,52.0,48,11,"['contemporary country', 'country', 'country road']",36mCPzCbnDVSfvh5KHGutc,https://p.scdn.co/mp3-preview/26027a45c4a0ee0898ea74545c094bd361c4a8a7?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits II,0.0,324920.0,47.0,0.501,0.496,4.0,-9.469,1.0,0.0317,0.0337,0.0,0.0655,0.364,148.06,4.0,4,23,2005,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2012-02-18,2/18/2012,62,Reality,RealityKenny Chesney,2,67.0,62,13,"['contemporary country', 'country', 'country road']",0X0zDB7RqpWOIwCHGr2Whu,https://p.scdn.co/mp3-preview/3e6f3892f49892eab9572061c3026f191463a94f?cid=b8d3901151d34489a160e3cf0ab1fa94,Hemingway's Whiskey,0.0,210640.0,44.0,0.315,0.925,0.0,-4.507,1.0,0.117,0.00296,0.0642,0.114,0.415,185.305,4.0,2,18,2012,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2009-06-20,6/20/2009,16,Out Last Night,Out Last NightKenny Chesney,1,60.0,16,8,"['contemporary country', 'country', 'country road']",4QoZGQ8woaho94v629kVl1,https://p.scdn.co/mp3-preview/d6e9a82c1847901fa8c333ffbca2ffaa2771f6bd?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits II,0.0,199773.0,54.0,0.64,0.822,9.0,-4.954,1.0,0.041,0.42,0.000435,0.144,0.395,141.054,4.0,6,20,2009,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2015-10-17,10/17/2015,54,Save It For A Rainy Day,Save It For A Rainy DayKenny Chesney,1,55.0,54,11,"['contemporary country', 'country', 'country road']",6wfTb2he5ANMQSFnlamnyi,https://p.scdn.co/mp3-preview/609f907f429e5ebb7193cbdf90d8d5a1896815ce?cid=b8d3901151d34489a160e3cf0ab1fa94,The Big Revival,0.0,182213.0,59.0,0.538,0.775,7.0,-5.48,1.0,0.0291,0.0053,0.0,0.0807,0.614,154.889,4.0,10,17,2015,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2010-05-29,5/29/2010,62,Ain't Back Yet,Ain't Back YetKenny Chesney,1,55.0,50,11,"['contemporary country', 'country', 'country road']",5jjoS9t9LgIsSGbVrtoKR7,https://p.scdn.co/mp3-preview/aea5942405aada357493651fe807c5a7356e4cff?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits II,0.0,239813.0,41.0,0.602,0.944,10.0,-4.238,1.0,0.0427,0.0308,0.00256,0.436,0.797,106.958,4.0,5,29,2010,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2012-07-21,7/21/2012,23,Come Over,Come OverKenny Chesney,1,27.0,23,8,"['contemporary country', 'country', 'country road']",6BCrbWBpb8d6KWmEqZ41tr,https://p.scdn.co/mp3-preview/2629b16ff68c1879255568b397def81d955c8802?cid=b8d3901151d34489a160e3cf0ab1fa94,Welcome To The Fishbowl,0.0,248426.0,60.0,0.466,0.704,1.0,-7.169,1.0,0.0353,0.1,2.71e-05,0.0744,0.481,176.043,4.0,7,21,2012,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2014-08-23,8/23/2014,28,American Kids,American KidsKenny Chesney,1,27.0,23,8,"['contemporary country', 'country', 'country road']",1dgWTMoHwTUnQhOQ8SR5fV,https://p.scdn.co/mp3-preview/b1d2cf86d9ca2eb561393b922b6e0a0ee9f12a38?cid=b8d3901151d34489a160e3cf0ab1fa94,The Big Revival,0.0,182960.0,69.0,0.733,0.589,7.0,-7.37,1.0,0.1,0.0476,5.85e-06,0.0366,0.867,170.097,4.0,8,23,2014,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2003-04-12,4/12/2003,30,Big Star,Big StarKenny Chesney,1,34.0,30,8,"['contemporary country', 'country', 'country road']",6BJOQ94yeGXYwuR6X9QO1N,https://p.scdn.co/mp3-preview/35ac475531cd0fc766649dbd155eec92cc66ce60?cid=b8d3901151d34489a160e3cf0ab1fa94,No Shoe,0.0,239560.0,47.0,0.655,0.807,0.0,-7.674,1.0,0.0309,0.0056,2.42e-05,0.159,0.73,120.781,4.0,4,12,2003,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2007-11-10,11/10/2007,31,Don't Blink,Don't BlinkKenny Chesney,1,30.0,29,8,"['contemporary country', 'country', 'country road']",6reuJxDtjebwc9FB6rNpp0,https://p.scdn.co/mp3-preview/79f5fca3571bc4897e95fc8f7b3e8a5efda61005?cid=b8d3901151d34489a160e3cf0ab1fa94,Just Who I Am: Poets & Pirates,0.0,285280.0,57.0,0.604,0.605,4.0,-8.516,1.0,0.0352,0.115,1.22e-05,0.305,0.647,147.925,4.0,11,10,2007,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2006-06-17,6/17/2006,34,Summertime,SummertimeKenny Chesney,1,38.0,34,8,"['contemporary country', 'country', 'country road']",3cE5ltZFHmBpiS77itKaOM,https://p.scdn.co/mp3-preview/821a56bbf9010ab683b1e69e8faf6795c8ee56bd?cid=b8d3901151d34489a160e3cf0ab1fa94,The Road And The Radio,0.0,206586.0,56.0,0.48,0.928,4.0,-5.501,1.0,0.0899,0.169,0.0,0.0479,0.713,167.986,4.0,6,17,2006,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2010-11-20,11/20/2010,67,Somewhere With You,Somewhere With YouKenny Chesney,1,,67,1,"['contemporary country', 'country', 'country road']",3pkzJjJXfdDjhpXx639MIH,https://p.scdn.co/mp3-preview/300296fd00b05cdfda5e77cf27014ba47998a9c9?cid=b8d3901151d34489a160e3cf0ab1fa94,Hemingway's Whiskey,0.0,243520.0,61.0,0.68,0.849,1.0,-6.475,0.0,0.0376,0.0862,0.00013,0.174,0.536,111.969,4.0,11,20,2010,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2017-10-28,10/28/2017,69,All The Pretty Girls,All The Pretty GirlsKenny Chesney,1,63.0,63,11,"['contemporary country', 'country', 'country road']",66pxmg3Jhjm09tHoWR1wVR,https://p.scdn.co/mp3-preview/bc8fea30888dba8ab9eeacad1683d51fbfaf0d37?cid=b8d3901151d34489a160e3cf0ab1fa94,Cosmic Hallelujah,0.0,212893.0,68.0,0.612,0.848,6.0,-3.736,1.0,0.0368,0.00916,0.0,0.366,0.719,120.996,4.0,10,28,2017,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2003-02-08,2/8/2003,80,A Lot Of Things Different,A Lot Of Things DifferentKenny Chesney,1,74.0,55,11,"['contemporary country', 'country', 'country road']",1Hy3tvcg6l5o4codLnOC8f,https://p.scdn.co/mp3-preview/60ad0070b9706890b01cb4765f332f31564a35d7?cid=b8d3901151d34489a160e3cf0ab1fa94,No Shoe,0.0,283866.0,36.0,0.589,0.279,2.0,-13.693,1.0,0.0285,0.129,0.0192,0.149,0.212,74.847,4.0,2,8,2003,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2000-01-29,1/29/2000,100,She Thinks My Tractor's Sexy,She Thinks My Tractor's SexyKenny Chesney,1,84.0,74,11,"['contemporary country', 'country', 'country road']",3QV7NYkrmV0Q0IHdFJw9hO,https://p.scdn.co/mp3-preview/7c2575ea27b87e718f08ecc44b75c0b8f72b3258?cid=b8d3901151d34489a160e3cf0ab1fa94,Everywhere We Go,0.0,248066.0,64.0,0.689,0.886,10.0,-7.066,0.0,0.0382,0.0664,0.0,0.278,0.906,122.07,4.0,1,29,2000,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2010-08-14,8/14/2010,96,The Boys of Fall,The Boys of FallKenny Chesney,1,,96,1,"['contemporary country', 'country', 'country road']",2Y48Q7HryWdPJZypJotjlJ,https://p.scdn.co/mp3-preview/345e4a56942d868f446ed0d4aa44b1f6daa3114d?cid=b8d3901151d34489a160e3cf0ab1fa94,Hemingway's Whiskey,0.0,391853.0,55.0,0.503,0.648,7.0,-6.243,1.0,0.027,0.227,0.00124,0.378,0.39,147.942,4.0,8,14,2010,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2007-07-07,7/7/2007,65,Never Wanted Nothing More,Never Wanted Nothing MoreKenny Chesney,1,,65,1,"['contemporary country', 'country', 'country road']",2q49JWdTqa951SdCXZW44g,https://p.scdn.co/mp3-preview/45c49c6e7cce96ea3838a24d005472a4e97a9288?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits II,0.0,207720.0,50.0,0.528,0.742,7.0,-7.044,1.0,0.0526,0.0412,1.99e-05,0.236,0.746,177.842,4.0,7,7,2007,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2004-06-12,6/12/2004,66,I Go Back,I Go BackKenny Chesney,1,,66,1,"['contemporary country', 'country', 'country road']",57I7CUbXo4XlWuTVB8pXW6,https://p.scdn.co/mp3-preview/3aa579bdfcdc3916873d392e0bf245467ca8a0c3?cid=b8d3901151d34489a160e3cf0ab1fa94,When The Sun Goes Down,0.0,243666.0,56.0,0.532,0.842,5.0,-5.754,1.0,0.0503,0.0409,0.0,0.217,0.67,90.187,4.0,6,12,2004,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2016-04-16,4/16/2016,72,Noise,NoiseKenny Chesney,1,,72,1,"['contemporary country', 'country', 'country road']",0XN2BcoaKE4Z2hnq1ZeDY1,https://p.scdn.co/mp3-preview/5cb3ef973b4247101903ed178977ebc1c8a73265?cid=b8d3901151d34489a160e3cf0ab1fa94,Cosmic Hallelujah,0.0,203760.0,53.0,0.58,0.799,0.0,-4.146,1.0,0.028,0.0095,0.0,0.0925,0.583,109.965,4.0,4,16,2016,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2000-10-21,10/21/2000,75,I Lost It,I Lost ItKenny Chesney,1,,75,1,"['contemporary country', 'country', 'country road']",2k6ahrUpg8CbeTjLocMQJ4,https://p.scdn.co/mp3-preview/d180d808f6801522a0f5d27551985dcb12bcf62a?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits,0.0,234160.0,44.0,0.584,0.429,3.0,-9.289,1.0,0.028,0.23,0.0,0.0708,0.355,138.884,4.0,10,21,2000,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2003-06-28,6/28/2003,78,"No Shoes, No Shirt, No Problems","No Shoes, No Shirt, No ProblemsKenny Chesney",1,,78,1,"['contemporary country', 'country', 'country road']",208bYsadJ56km31IENM2qS,https://p.scdn.co/mp3-preview/56cbced3e998c4c41c0402963c2be83e15e0a3f0?cid=b8d3901151d34489a160e3cf0ab1fa94,No Shoe,0.0,209666.0,58.0,0.719,0.546,7.0,-10.239,1.0,0.032,0.243,0.00844,0.181,0.669,117.925,4.0,6,28,2003,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/1999-02-06,2/6/1999,80,How Forever Feels,How Forever FeelsKenny Chesney,1,,80,1,"['contemporary country', 'country', 'country road']",2HmMklpgK8vGCpJmPpz1yG,https://p.scdn.co/mp3-preview/53e2b795c9005d82de61565ad469c56f593980e1?cid=b8d3901151d34489a160e3cf0ab1fa94,Everywhere We Go,0.0,188200.0,55.0,0.723,0.674,7.0,-7.427,1.0,0.0297,0.0986,1.83e-05,0.279,0.61,124.9,4.0,2,6,1999,Kenny Chesney,male
Kenny Chesney,22,https://www.billboard.com/charts/hot-100/2018-04-21,4/21/2018,85,Get Along,Get AlongKenny Chesney,1,,85,1,"['contemporary country', 'country', 'country road']",6n6OQfBpCgzF9oEg8zhBN7,https://p.scdn.co/mp3-preview/70ec3eea98f3ebf76b83cbe1e700c80ff3546da3?cid=b8d3901151d34489a160e3cf0ab1fa94,Songs for the Saints,0.0,199625.0,72.0,0.632,0.804,7.0,-6.109,1.0,0.0503,0.101,0.0,0.17,0.35,92.456,4.0,4,21,2018,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2011-03-26,3/26/2011,91,Live A Little,Live A LittleKenny Chesney,1,,91,1,"['contemporary country', 'country', 'country road']",13zhyZhlM0VzUpEW8aShcp,https://p.scdn.co/mp3-preview/76030d13658c52b33ef5d52262fc0188dcc7f7f8?cid=b8d3901151d34489a160e3cf0ab1fa94,Hemingway's Whiskey,0.0,219106.0,45.0,0.642,0.886,7.0,-6.151,1.0,0.04,0.0207,0.0275,0.391,0.287,123.985,4.0,3,26,2011,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2012-10-27,10/27/2012,92,El Cerrito Place,El Cerrito PlaceKenny Chesney,1,,92,1,"['contemporary country', 'country', 'country road']",13JngJc6J0ykO7Pq0gin35,https://p.scdn.co/mp3-preview/654a4d3eeb5aa9aaff6208f105f016d6f98df65d?cid=b8d3901151d34489a160e3cf0ab1fa94,Welcome To The Fishbowl,0.0,351613.0,46.0,0.596,0.503,4.0,-7.606,1.0,0.0272,0.13,0.0,0.0754,0.262,134.032,4.0,10,27,2012,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2005-06-04,6/4/2005,93,Keg In The Closet,Keg In The ClosetKenny Chesney,1,,93,1,"['contemporary country', 'country', 'country road']",3ggmtswnS5czhEAGDsm6D8,https://p.scdn.co/mp3-preview/755bb463fa1eec9beba30c6e29f0b0e2070e3d20?cid=b8d3901151d34489a160e3cf0ab1fa94,When The Sun Goes Down (Deluxe Version),0.0,212426.0,45.0,0.654,0.901,1.0,-6.401,1.0,0.0477,0.00446,4.68e-06,0.057,0.73,138.879,4.0,6,4,2005,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2006-01-28,1/28/2006,95,Living In Fast Forward,Living In Fast ForwardKenny Chesney,1,,95,1,"['contemporary country', 'country', 'country road']",0cE0J96KeivafL6goJwpmq,https://p.scdn.co/mp3-preview/0256310592bf45fc0088fbd8e0374da4dac2a434?cid=b8d3901151d34489a160e3cf0ab1fa94,The Road And The Radio,0.0,211893.0,46.0,0.689,0.907,9.0,-5.587,1.0,0.037,0.0254,0.000732,0.138,0.912,116.968,4.0,1,28,2006,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2002-06-08,6/8/2002,70,The Good Stuff,The Good StuffKenny Chesney,1,,70,1,"['contemporary country', 'country', 'country road']",1sR3kJi14jA8Gau3a0yXAo,https://p.scdn.co/mp3-preview/3a05c7ce62dbb84c907a04d75ca10d8c29144e46?cid=b8d3901151d34489a160e3cf0ab1fa94,No Shoe,0.0,200440.0,55.0,0.612,0.62,7.0,-9.785,1.0,0.0645,0.255,0.0,0.129,0.502,143.78,4.0,6,8,2002,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2017-04-29,4/29/2017,92,Bar At The End Of The World,Bar At The End Of The WorldKenny Chesney,1,,92,1,"['contemporary country', 'country', 'country road']",2flWhcGYxQHhb1EeeU2dOL,https://p.scdn.co/mp3-preview/32eb8d97f907a6dd58f3daf2297186e56a50fa27?cid=b8d3901151d34489a160e3cf0ab1fa94,Cosmic Hallelujah,0.0,207306.0,54.0,0.529,0.8,2.0,-3.726,1.0,0.031,0.00541,0.0,0.104,0.687,100.035,4.0,4,29,2017,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/1998-05-09,5/9/1998,97,That's Why I'm Here,That's Why I'm HereKenny Chesney,1,,97,1,"['contemporary country', 'country', 'country road']",5rSYbDj0iOntehwhonDS1a,https://p.scdn.co/mp3-preview/e3146337cb15361b810bcc6ed771923ebd314765?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits,0.0,243440.0,42.0,0.648,0.285,4.0,-11.986,1.0,0.0343,0.498,3.59e-06,0.222,0.212,137.033,4.0,5,9,1998,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2004-10-16,10/16/2004,73,The Woman With You,The Woman With YouKenny Chesney,1,,73,1,"['contemporary country', 'country', 'country road']",38svIEZx14taLmeQQfMFDv,https://p.scdn.co/mp3-preview/2895fa84f27632b5844f0f40b305a67328727733?cid=b8d3901151d34489a160e3cf0ab1fa94,When The Sun Goes Down (Deluxe Version),0.0,270000.0,44.0,0.55,0.664,7.0,-7.161,1.0,0.0348,0.0672,4.31e-05,0.114,0.273,139.933,4.0,10,16,2004,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2003-11-08,11/8/2003,78,There Goes My Life,There Goes My LifeKenny Chesney,1,,78,1,"['contemporary country', 'country', 'country road']",1CjQCQsl9FDb3WhjGcFOzG,https://p.scdn.co/mp3-preview/fed563b41b3a76dfa9622f1964094722da6da118?cid=b8d3901151d34489a160e3cf0ab1fa94,When The Sun Goes Down,0.0,302666.0,57.0,0.577,0.483,4.0,-8.141,1.0,0.0324,0.0337,6.22e-06,0.3,0.218,135.77,4.0,11,8,2003,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2014-11-15,11/15/2014,100,Til It's Gone,Til It's GoneKenny Chesney,1,,100,1,"['contemporary country', 'country', 'country road']",1Lh8n5owE0h0hgqWfqtvuD,https://p.scdn.co/mp3-preview/247b6ef32f32fd7d848db4a7cbb1ae10866b4192?cid=b8d3901151d34489a160e3cf0ab1fa94,The Big Revival,0.0,250533.0,50.0,0.499,0.822,4.0,-7.122,1.0,0.049,0.00544,0.000197,0.272,0.499,86.481,4.0,11,15,2014,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/1999-07-10,7/10/1999,71,You Had Me From Hello,You Had Me From HelloKenny Chesney,1,,71,1,"['contemporary country', 'country', 'country road']",3NJn7p1nrI3R8alivEMPwB,https://p.scdn.co/mp3-preview/97670067b68dca44c2275da96c72de230c07371c?cid=b8d3901151d34489a160e3cf0ab1fa94,Everywhere We Go,0.0,230826.0,52.0,0.595,0.393,2.0,-9.909,1.0,0.0292,0.508,0.0,0.153,0.2,137.744,4.0,7,10,1999,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2006-09-16,9/16/2006,81,You Save Me,You Save MeKenny Chesney,1,,81,1,"['contemporary country', 'country', 'country road']",0UgHkodbptL6XQBfT5HOK1,https://p.scdn.co/mp3-preview/db9f97402ea8d4e114ebf3b2010073689ca392a4?cid=b8d3901151d34489a160e3cf0ab1fa94,The Road And The Radio,0.0,235773.0,52.0,0.509,0.547,0.0,-6.132,1.0,0.0299,0.33,9.45e-05,0.358,0.282,125.889,3.0,9,16,2006,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2002-02-09,2/9/2002,72,Young,YoungKenny Chesney,1,,72,1,"['contemporary country', 'country', 'country road']",3tHPjLBakLS48aumhFpJMt,https://p.scdn.co/mp3-preview/4c253b2df2002ea6e1e2fe96cced1b2bb64b3a55?cid=b8d3901151d34489a160e3cf0ab1fa94,No Shoe,0.0,235733.0,50.0,0.684,0.84,9.0,-5.753,1.0,0.0433,0.0278,0.0,0.329,0.682,125.801,4.0,2,9,2002,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2013-08-10,8/10/2013,97,When I See This Bar,When I See This BarKenny Chesney,1,,97,1,"['contemporary country', 'country', 'country road']",61w5i6NlAZXBa5FTTbDL0r,https://p.scdn.co/mp3-preview/6e46b62ad99a18edf614388d294e6cc0c0d3ba7f?cid=b8d3901151d34489a160e3cf0ab1fa94,Life on a Rock,0.0,362813.0,47.0,0.712,0.726,7.0,-7.346,1.0,0.0248,0.0284,4.48e-05,0.104,0.558,111.069,4.0,8,10,2013,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2005-10-08,10/8/2005,64,Who You'd Be Today,Who You'd Be TodayKenny Chesney,1,,64,1,"['contemporary country', 'country', 'country road']",5Vkdh8GfdXmwyJjzPewMWM,https://p.scdn.co/mp3-preview/a4259e6c6f6033a5085b45e0ee3589e7ddab568d?cid=b8d3901151d34489a160e3cf0ab1fa94,The Road And The Radio,0.0,254573.0,51.0,0.646,0.431,2.0,-9.287,1.0,0.029,0.149,0.000428,0.108,0.248,145.855,4.0,10,8,2005,Kenny Chesney,male
Kenny Chesney,22,https://www.billboard.com/charts/hot-100/2019-07-27,7/27/2019,83,Tip Of My Tongue,Tip Of My TongueKenny Chesney,1,,83,1,"['contemporary country', 'country', 'country road']",40ufL61vEaDaaOitYhnlQ7,https://p.scdn.co/mp3-preview/1aaa3d8e7f79f50d2b795aac98f972667fe4565c?cid=b8d3901151d34489a160e3cf0ab1fa94,Tip of My Tongue,0.0,199413.0,74.0,0.669,0.559,5.0,-5.003,1.0,0.0251,0.0805,0.0,0.0703,0.491,95.001,4.0,7,27,2019,Kenny Chesney,male
Kenny Chesney,22,http://www.billboard.com/charts/hot-100/2000-04-01,4/1/2000,79,What I Need To Do,What I Need To DoKenny Chesney,1,,79,1,"['contemporary country', 'country', 'country road']",203F5fqdu8WK880DM2cqVe,https://p.scdn.co/mp3-preview/fb531a35d94d05e9a7301a7f190d951d29186f5f?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Hits,0.0,244293.0,42.0,0.622,0.428,8.0,-10.146,1.0,0.0338,0.432,1.2e-05,0.119,0.229,77.127,4.0,4,1,2000,Kenny Chesney,male
